,temp,dew,humidity,precip,windspeed,winddir,cloudcover,solarradiation
165,19.2,19.0,98.76,0.3,15.5,235.1,95.4,0.0
166,18.9,18.6,98.14,0.3,14.0,235.7,95.7,0.0
167,18.5,18.3,98.75,0.3,13.0,235.0,95.8,0.0
168,18.3,18.0,98.13,0.3,12.6,234.6,95.6,0.0
169,18.0,17.7,98.13,0.3,12.2,235.4,93.9,0.0
170,17.7,17.5,98.75,0.3,11.9,238.8,76.6,0.0
171,17.4,17.2,98.74,0.3,10.1,238.0,68.1,0.0
172,17.2,16.9,98.12,0.3,7.9,230.0,60.2,0.0
173,16.9,16.7,98.74,0.3,5.8,218.3,60.6,0.0
174,16.7,16.5,98.74,0.3,5.0,202.4,63.3,4.0
175,17.5,17.0,96.89,0.3,7.6,193.6,68.0,69.9
176,18.2,17.3,94.49,0.3,10.1,196.6,74.3,150.6
177,18.8,17.4,91.58,0.2,11.9,199.0,78.7,219.4
178,19.3,17.5,89.33,0.3,13.0,197.4,82.8,278.6
179,19.8,17.6,87.14,0.3,13.7,198.1,83.5,317.8
180,20.0,17.7,86.61,0.4,13.7,200.3,81.8,327.0
181,20.1,17.8,86.62,0.3,14.0,202.0,84.1,296.4
182,20.0,18.0,88.27,0.3,14.4,206.6,85.8,259.1
183,19.9,18.2,89.94,0.3,15.1,209.8,85.5,223.4
184,19.7,18.4,92.21,0.2,16.2,211.4,84.6,159.1
185,19.3,18.5,95.13,0.2,15.8,210.6,83.9,80.6
186,18.9,18.6,98.14,0.1,13.3,207.1,82.8,13.9
187,18.7,18.5,98.76,0.2,14.4,207.1,78.6,0.0
188,18.6,18.5,99.38,0.2,15.5,209.2,76.6,0.0
189,18.5,18.3,98.75,0.2,12.6,204.4,71.8,0.0
190,18.2,18.1,99.37,0.2,10.8,199.6,69.1,0.0
191,18.1,17.9,98.75,0.2,10.4,197.2,65.3,0.0
