name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Palam, delhi",2011-09-11T18:00:00,32,39.2,25,66.58,0,0,,,,,15.8,74,1001,74.1,4,45.4,0.2,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-11T19:00:00,31,38.6,25.6,73.05,0,0,,,,,12.2,70,1001,89.2,3.6,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-11T20:00:00,30.1,36.3,25.1,74.67,0,0,,,,,9.2,70,1001.9,49.3,2.9,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,42181099999"
"Palam, delhi",2011-09-11T21:00:00,29.6,35.6,25,76.35,0,0,,,,,9.4,70,1003.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-11T22:00:00,29,34.6,25,79.06,0,0,,,,,11.9,90,1003.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-11T23:00:00,29,34.6,25,79.12,0,0,,,,,16.3,103,1003,88.8,3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-12T00:00:00,28,33.6,26,88.92,0,0,,,,,8.6,100,1004.1,89.2,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-12T01:00:00,28,33.6,26,88.92,0,0,,,,,8.3,90,1003.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-12T02:00:00,28,33.1,25.4,85.83,0,0,,,,,11.5,80,1003,50.4,3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-12T03:00:00,28,33.6,26,88.92,0,0,,,,,9.7,64,1003.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-12T04:00:00,28,33.6,26,88.92,0,0,,,,,14.8,78,1002,50,2.6,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-12T05:00:00,27.6,32.6,26,90.91,0,0,,,,,13.8,89,1001.9,49.6,2,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-12T06:00:00,27,31.2,26,94.27,0,0,,,,,13.7,80,1003.1,50,3,2.3,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-12T07:00:00,27.6,32.7,26,91,0,0,,,,,16.2,84,1003.1,50,3,66.4,0.2,1,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-12T08:00:00,28,33.6,26,88.77,0,0,,,,,17.2,99,1004.1,51.6,3,199.5,0.7,2,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-12T09:00:00,28.4,34.4,26,86.88,0,0,,,,,18.4,96,1005.1,65.1,3,352.5,1.3,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-12T10:00:00,30,36.2,25,74.63,0,0,,,,33.5,18.2,100,1005.1,89.2,3,502.4,1.8,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-12T11:00:00,31,37.8,25,70.45,0,0,,,,,17.8,109,1005,88.8,3,616.8,2.2,6,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-12T12:00:00,31,37.8,25,70.48,0,0,,,,,17.8,102,1004.1,89.2,4,541.3,1.9,5,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-12T13:00:00,31.4,38.4,25,68.9,0,0,,,,,20,110,1004.1,89.2,4,382.3,1.4,4,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-12T14:00:00,32.1,40.2,25.7,68.93,0,0,,,,,17.7,109,1003,88.8,3.9,343.3,1.2,3,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-12T15:00:00,31.6,39.5,25.6,70.59,0,0,,,,,17.6,114,1003.1,89.2,4,298.1,1.1,3,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-12T16:00:00,31.1,39.3,26.1,74.8,0,0,,,,,18.4,110,1002,90,5,193.6,0.7,2,,Partially cloudy,partly-cloudy-day,42181099999
"Palam, delhi",2011-09-12T17:00:00,31.1,38,25.1,70.31,0,0,,,,,14.5,119,1001.9,87.6,4.9,108,0.4,1,,Partially cloudy,partly-cloudy-day,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-12T18:00:00,30.6,37.7,25.4,73.82,0,0,,,,,10.4,100,1002,74.1,4.6,33.3,0.1,0,,Partially cloudy,partly-cloudy-day,"VIDP,42181099999"
"Palam, delhi",2011-09-12T19:00:00,26.3,26.3,25.2,93.68,0,0,,,,,7.9,115,,82.3,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Palam, delhi",2011-09-12T20:00:00,29.6,36.1,25.4,78.2,0,0,,,,,7.3,116,1003,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-12T21:00:00,29,35,25.4,80.95,0,0,,,,,7.6,112,1004.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-12T22:00:00,29,34.6,25,79.06,0,0,,,,,5.4,116,1004.1,50,2.6,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
"Palam, delhi",2011-09-12T23:00:00,28,33.7,26,88.75,0,0,,,,,6.9,104,1004,49.2,3,0,0,0,,Partially cloudy,partly-cloudy-night,"42182099999,VIDP,42181099999"
"Palam, delhi",2011-09-13T00:00:00,28,33.6,26,88.92,0,0,,,,,8.3,96,1004.1,50,3,0,0,0,,Partially cloudy,partly-cloudy-night,"VIDP,42181099999"
